URL	TITLE	H1	RESPONSE_TIME	LEVEL
https://rozetka.com.ua/service-centers/nokia/	ROZETKA — Nokia | Сервисные центры	Сервисные центры	0.95	3
https://rozetka.com.ua/shoes_clothes/c1162030/	Интернет магазин Rozetka.com.ua. Электроника, бытовая техника, одежда и обувь, товары для дома. Официальная гарантия. Доставка по всей Украине.	not_found	0.03	3
https://rozetka.com.ua/service-centers/bosch/	ROZETKA — Bosch | Сервисные центры	Сервисные центры	0.88	3
https://rozetka.com.ua/telefony-tv-i-ehlektronika/c4627949/	Смартфоны, ТВ и электроника - ROZETKA | Купить Смартфоны, ТВ и электроника в Киеве: цена, отзывы, продажа	Смартфоны, ТВ и электроника	0.12	3
https://rozetka.com.ua/sport-i-uvlecheniya/c4627893/	Спорт и увлечения - ROZETKA | Купить товары для спорта и увлечений в Киеве: цена, отзывы, продажа	Спорт и увлечения	0.12	3
https://rozetka.com.ua/service-centers/sony/	ROZETKA — Sony | Сервисные центры	Сервисные центры	0.89	3
https://rozetka.com.ua/mpoint/	ROZETKA — Мобильные точки выдачи	not_found	0.04	3
https://rozetka.com.ua/gift/	Подарочные сертификаты	Подарочные сертификаты	0.19	3
https://rozetka.com.ua/user_terms/personal_data/	Положення про обробку і захист персональних даних у базах персональних даних, власником яких є продавець	Положення про обробку і захист персональних даних у базах персональних даних, володільцем яких є продавець	0.15	3
https://rozetka.com.ua/news-articles-promotions/promotions/	ROZETKA — Новости, статьи и обзоры | Акции интернет-магазина — ROZETKA	Акции	0.22	3
https://rozetka.com.ua/news-articles-promotions/	ROZETKA — Новости, статьи и обзоры	Новости, статьи и обзоры	0.05	3
https://rozetka.com.ua/shops/odessa/2/	ROZETKA™: Магазин в Одессе на ул. Ивана и Юрия Лип (Гайдара), 13а	Магазин №2. Одесса, ул. Ивана и Юрия Лип (Гайдара), 13а	0.05	3
https://rozetka.com.ua/shops/kiev/3/	ROZETKA™: Магазин в Киеве на улице Крещатик 20-22, возле метро Майдан Независимости	Магазин №2. Киев, ул. Крещатик, 20-22	0.18	3
https://rozetka.com.ua/shops/kiev/7/	ROZETKA: точка выдачи в Киеве на ул. Гришко, 3А, ТЦ Аладдин	Точка выдачи №6. Киев, ул. М. Гришко, 3А, ТЦ Аладдин	0.18	3
https://rozetka.com.ua/shops/kiev/4/	ROZETKA™: Магазин в Киеве на улице Киото 25, возле метро Лесная	Магазин №3. Киев, ул. Киото, 25	0.68	3
https://rozetka.com.ua/shops/kiev/6/	Точка выдачи ROZETKA в Киеве на ул. Декабристов, 9Е, ТЦ ХарьОК возле метро Харьковская	Точка выдачи №5. Киев, ул. Декабристов, 9Е	0.16	3
https://rozetka.com.ua/shops/brovary/1/	ROZETKA™: Магазин в Броварах на вул. Киевская, 239, ТЦ Mark Mall	Магазин №1. Бровары, ул. Киевская, 239, ТЦ Mark Mall	0.22	3
https://rozetka.com.ua/shops/odessa/3/	ROZETKA™: Магазин в Одессе на пер. Семафорный, 4т	Магазин №1. Одесса, пер. Семафорный, 4т	0.2	3
https://rozetka.com.ua/shops/kiev/1/	ROZETKA™: Магазин в Киеве на проспекте Степана Бандеры 6, возле метро Почайная	Магазин №1. Киев, пр. С. Бандеры, 6	1.22	3
https://rozetka.com.ua/shops/odessa/1/	ROZETKA™: Магазин в Одессе на ул. Академика Сахарова, 1б	Магазин №3. Одесса, ул. Академика Сахарова, 1б	0.17	3
https://rozetka.com.ua/shops/kiev/5/	ROZETKA™: Магазин в Киеве на проспекте Победы 24, возле метро Политехнический институт	Магазин №4. Киев, пр. Победы, 24	0.17	3
https://rozetka.com.ua/news-articles-promotions/news/1030.html	Промокоды на сайте «Розетки» – как ими пользоваться? Новости интернет-магазина — ROZETKA	Промокоды на сайте «Розетки» – как ими пользоваться?	0.09	3
https://rozetka.com.ua/credit_30seconds/	ROZETKA — Кредит. Рассрочка за 30 секунд	Рассрочка
за 30 секунд	0.11	3
http://rozetka.com.ua/newseller-registration/	ROZETKA — Регистрация продавца	Регистрация продавца	0.3	3
http://rozetka.com.ua/news-articles-promotions/news/1030.html	Промокоды на сайте «Розетки» – как ими пользоваться? Новости интернет-магазина — ROZETKA	Промокоды на сайте «Розетки» – как ими пользоваться?	0.06	3
https://rozetka.com.ua/podarki-i-tovary-dlya-prazdnikov/c80260/	Игры, подарки, гаджеты - ROZETKA | Игры, подарки, гаджеты в Киеве, Харькове, Одессе, Львове: цена, отзывы, продажа, купить оптом игры, подарки, гаджеты	Подарки и товары для праздников	0.13	3
https://rozetka.com.ua/elochnie-igrushki/c4633105/	Елочные украшения - ROZETKA | Купить елочные украшения в Киеве: цена, отзывы, продажа	Елочные украшения	0.1	3
https://rozetka.com.ua/baby_clothing/c1230990/sobytie-131545=new-year-1008043/	Интернет магазин Rozetka.com.ua. Электроника, бытовая техника, одежда и обувь, товары для дома. Официальная гарантия. Доставка по всей Украине.	not_found	0.08	3
https://rozetka.com.ua/podarochnie-upakovki/c4649076/	Подарочные упаковки - ROZETKA | Купить Подарочные упаковки в Киеве: цена, отзывы, продажа	Подарочные упаковки	0.06	3
https://rozetka.com.ua/serpantin-konfetti-hlopushki/c4633137/	Серпантин, конфетти, хлопушки - ROZETKA | Купить Серпантин, конфетти, хлопушки в Киеве: цена, отзывы, продажа	Серпантин, конфетти, хлопушки	0.48	3
https://rozetka.com.ua/novogodnie-venki-i-kompozitsii/c4633121/	Новогодние венки и композиции - ROZETKA | Купить новогодние венки и композиции в Киеве: цена, отзывы, продажа	Новогодние венки и композиции	4.14	3
https://rozetka.com.ua/tovary-dlya-prazdnikov/c4628772/prazdnik-108214=novyj-god/	Товары для праздников на Новый год купить в Киеве: цена, отзывы, продажа | ROZETKA	Товары для праздников на Новый год	0.9	3
https://rozetka.com.ua/christmas_trees/c248659/	Искусcтвенные сосны и ели - ROZETKA | Купить искусcтвенную сосну и ель: цена, отзывы, продажа	Искусcтвенные сосны и ели	0.69	3
https://rozetka.com.ua/novogodniy-dekor-na-stol/c4633313/	Новогодний декор на стол - ROZETKA | Купить новогодний декор на стол в Киеве: цена, отзывы, продажа	Новогодний декор на стол	0.3	3
https://rozetka.com.ua/gadzhety-i-podarki/c80017/filter/	Гаджеты и подарки - ROZETKA | Купить гаджеты и подарки в Киеве: цена, отзывы, продажа	Гаджеты и подарки	0.71	3
https://rozetka.com.ua/soft_toys/c99051/simvol-goda=krisa-2020/	Символ года: Крыса (2020). Мягкие игрушки - ROZETKA | Купить Мягкие игрушки в Киеве: цена, отзывы, продажа	Мягкие игрушки	0.51	3
https://rozetka.com.ua/novogodnie-nabori/c4629431/	Новогодние подарки - ROZETKA | Купить Новогодние подарки в Киеве: цена, отзывы, продажа	Новогодние подарки	0.1	3
https://rozetka.com.ua/mishura-dogdiki-busi/c4633113/	Мишура, дождик, бусы - ROZETKA | Купить мишуру, дождик, бусы в Киеве: цена, отзывы, продажа	Мишура, дождик, бусы	0.07	3
https://rozetka.com.ua/tablecloth/c169828/dekorirovanie113211=novogodnyaya-tematika/	Новогодние скатерти и салфетки купить в Киеве: цена, отзывы, продажа | ROZETKA	Новогодние скатерти и салфетки	0.46	3
https://rozetka.com.ua/led_decoration/c1767552/	Светодиодные гирлянды - ROZETKA | Купить новогодние светодиодные гирлянды в Киеве: цена, отзывы, продажа	Светодиодные гирлянды	1.14	3
https://rozetka.com.ua/novogodniy-dekor-dlya-interera/c4633097/	Новогодний декор для интерьера - ROZETKA | Купить новогодний декор для интерьера в Киеве: цена, отзывы, продажа	Новогодний декор для интерьера	0.58	3
https://rozetka.com.ua/produkty/c4624997/	Продукты питания - Rozetka.ua | Цены на Продукты питания в Украине: отзывы о товарах	Продукты питания	1.59	3
https://rozetka.com.ua/alkogolnie-napitki-konfety/c4594201/	Алкогольные напитки - ROZETKA | Купить алкоголь в Киеве: цена, отзывы, продажа.	Алкогольные напитки	0.08	3
https://rozetka.com.ua/karnavalnye-kostyumy/c189504/110531=novyj-god/	Новогодние костюмы купить в Киеве: цена, отзывы, продажа. | Интернет магазин ROZETKA	Карнавальные костюмы на Новый год	0.4	3
https://rozetka.com.ua/novogodniy-dekor-na-stenu/c4633305/	Новогодний декор на стену - ROZETKA | Купить Новогодний декор на стену в Киеве: цена, отзывы, продажа	Новогодний декор на стену	0.06	3
https://rozetka.com.ua/cvechi/c4636135/dekorirovanie113211=novogodnyaya-tematika/	Свечи новогодняя тематика купить в Киеве: цена, отзывы, продажа | ROZETKA	Свечи новогодняя тематика	0.06	3
https://rozetka.com.ua/giftcertificate/c90374/	Подарочные сертификаты - ROZETKA | Купить подарочный сертификат	Подарочные сертификаты	0.06	3
https://rozetka.com.ua/gift_caertficate2000/p90383/	ROZETKA | Подарочный сертификат на 2000 грн. Цена, купить Подарочный сертификат на 2000 грн в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Подарочный сертификат на 2000 грн: обзор, описание, продажа.	Подарочный сертификат на 2000 грн	0.06	3
https://rozetka.com.ua/gift_caertficate200/p90380/	ROZETKA | Подарочный сертификат на 200 грн. Цена, купить Подарочный сертификат на 200 грн в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Подарочный сертификат на 200 грн: обзор, описание, продажа.	Подарочный сертификат на 200 грн	0.09	3
https://rozetka.com.ua/gift_caertficate500/p90381/	ROZETKA | Подарочный сертификат на 500 грн. Цена, купить Подарочный сертификат на 500 грн в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Подарочный сертификат на 500 грн: обзор, описание, продажа.	Подарочный сертификат на 500 грн	0.13	3
https://rozetka.com.ua/gift_caertficate1000/p90382/	ROZETKA | Подарочный сертификат на 1000 грн. Цена, купить Подарочный сертификат на 1000 грн в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Подарочный сертификат на 1000 грн: обзор, описание, продажа	Подарочный сертификат на 1000 грн	0.68	3
https://rozetka.com.ua/gift_caertficate100/p90379/	ROZETKA | Подарочный сертификат на 100 грн. Цена, купить Подарочный сертификат на 100 грн в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Подарочный сертификат на 100 грн: обзор, описание, продажа	Подарочный сертификат на 100 грн	0.3	3
https://rozetka.com.ua/samsung_pickup/	ROZETKA — Samsung PickUp	not_found	0.34	3
https://rozetka.com.ua/krok_pickup/	ROZETKA — КРОК бесплатная доставка на гарантийный ремонт	not_found	0.09	3
https://rozetka.com.ua/dnipro_m_pickup/	ROZETKA — Dnipro-M − бесплатная отправка в ремонт	not_found	0.12	3
https://rozetka.com.ua/mti_monitor_pickup/	ROZETKA — MTI-сервис − бесплатная отправка мониторов в ремонт	not_found	0.4	3
https://rozetka.com.ua/everest_pickup/	ROZETKA — EVEREST бесплатная доставка на гарантийный ремонт	not_found	0.05	3
https://rozetka.com.ua/artline_pickup/	ROZETKA — Artline − бесплатная отправка в ремонт	not_found	0.46	3
https://rozetka.com.ua/warrantycard/	ROZETKA — Гарантийные талоны	not_found	0.05	3
https://rozetka.com.ua/mag_2000_4823020102778/p58053789/	ROZETKA | Искусственная сосна mag-2000 Беата 1.5 м (БМ-150) (4823020102778). Цена, купить Искусственная сосна mag-2000 Беата 1.5 м (БМ-150) (4823020102778) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Искусственная сосна mag-2000 Беата 1.5 м (БМ-150) (4823020102778): обзор, описание, продажа.	Искусственная сосна mag-2000 Беата 1.5 м (БМ-150) (4823020102778)	0.06	3
http://rozetka.com.ua/nike_666003159956/p11885392/	ROZETKA | Ботинки Nike Hoodland Suede 654888-090 44 (11.5) 29.5 см (666003159956). Цена, купить Ботинки Nike Hoodland Suede 654888-090 44 (11.5) 29.5 см (666003159956) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Ботинки Nike Hoodland Suede 654888-090 44 (11.5) 29.5 см (666003159956): обзор, описание, продажа.	Ботинки Nike Hoodland Suede 654888-090 44 (11.5) 29.5 см (666003159956)	0.89	3
https://rozetka.com.ua/kontyr_rent_700_1_2/p33154231/	ROZETKA | Стеллаж полочный Контур Рент 700.1.2, 2204 x 1000 x 400 мм, 5 полок. Цена, купить Стеллаж полочный Контур Рент 700.1.2, 2204 x 1000 x 400 мм, 5 полок в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Стеллаж полочный Контур Рент 700.1.2, 2204 x 1000 x 400 мм, 5 полок: обзор, описание, продажа.	Стеллаж полочный Контур Рент 700.1.2, 2204 x 1000 x 400 мм, 5 полок	1.21	3
http://rozetka.com.ua/bastion_2220000019293/p24403309/	ROZETKA | Ботинки Bastion 081с 40 26 см (2220000019293). Цена, купить Ботинки Bastion 081с 40 26 см (2220000019293) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Ботинки Bastion 081с 40 26 см (2220000019293): обзор, описание, продажа.	Ботинки Bastion 081с 40 26 см (2220000019293)	0.29	3
https://rozetka.com.ua/jack_wolfskin_4055001917945/p58686874/	ROZETKA | Пуховик Jack Wolfskin Crystal Palace Coat 1204131-6260 M (4055001917945). Цена, купить Пуховик Jack Wolfskin Crystal Palace Coat 1204131-6260 M (4055001917945) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Пуховик Jack Wolfskin Crystal Palace Coat 1204131-6260 M (4055001917945): обзор, описание, продажа.	Пуховик Jack Wolfskin Crystal Palace Coat 1204131-6260 M (4055001917945)	0.06	3
https://rozetka.com.ua/frosch_4001499115585/p5846109/	ROZETKA | Средство для мытья посуды Frosch Зеленый лимон 5 л (4001499115585). Цена, купить Средство для мытья посуды Frosch Зеленый лимон 5 л (4001499115585) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Средство для мытья посуды Frosch Зеленый лимон 5 л (4001499115585): обзор, описание, продажа.	Средство для мытья посуды Frosch Зеленый лимон 5 л (4001499115585)	0.07	3
https://rozetka.com.ua/craft_7318572896468/p55520454/	ROZETKA | Комплект мужского термобелья Craft Baselayer Set Man 1905332-999975 M Black DK Grey Melange (7318572896468). Цена, купить Комплект мужского термобелья Craft Baselayer Set Man 1905332-999975 M Black DK Grey Melange (7318572896468) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Комплект мужского термобелья Craft Baselayer Set Man 1905332-999975 M Black DK Grey Melange (7318572896468): обзор, описание, продажа	Комплект мужского термобелья Craft Baselayer Set Man 1905332-999975 M Black DK Grey Melange (7318572896468)	0.6	3
https://rozetka.com.ua/buromax_bm_3805/p2695687/	ROZETKA | Файл-карман Buromax Job А4 40 мкм глянцевый Прозрачный 100 шт (BM.3805). Цена, купить Файл-карман Buromax Job А4 40 мкм глянцевый Прозрачный 100 шт (BM.3805) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Файл-карман Buromax Job А4 40 мкм глянцевый Прозрачный 100 шт (BM.3805): обзор, описание, продажа	Файл-карман Buromax Job А4 40 мкм глянцевый Прозрачный 100 шт (BM.3805)	0.52	3
http://rozetka.com.ua/puma_4060978739643/p149880606/	ROZETKA | Спортивные брюки Puma Amplified Sweat Pants 85473906 S Темно-синие (4060978739643). Цена, купить Спортивные брюки Puma Amplified Sweat Pants 85473906 S Темно-синие (4060978739643) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Спортивные брюки Puma Amplified Sweat Pants 85473906 S Темно-синие (4060978739643): обзор, описание, продажа.	Спортивные брюки Puma Amplified Sweat Pants 85473906 S Темно-синие (4060978739643)	0.99	3
https://rozetka.com.ua/philips_43pfs5803_12/p39094680/	ROZETKA | Телевизор Philips 43PFS5803/12. Цена, купить Телевизор Philips 43PFS5803/12 в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Телевизор Philips 43PFS5803/12: обзор, описание, продажа	Телевизор Philips 43PFS5803/12	0.51	3
https://rozetka.com.ua/kappa_2991024256178/p100042154/	ROZETKA | Пуховик Kappa 100767-99 M Черный (2991024256178). Цена, купить Пуховик Kappa 100767-99 M Черный (2991024256178) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Пуховик Kappa 100767-99 M Черный (2991024256178): обзор, описание, продажа.	Пуховик Kappa 100767-99 M Черный (2991024256178)	0.08	3
http://rozetka.com.ua/puma_4060978739728/p149880515/	ROZETKA | Спортивные брюки Puma Amplified Sweat Pants 85473906 XXL Темно-синие (4060978739728). Цена, купить Спортивные брюки Puma Amplified Sweat Pants 85473906 XXL Темно-синие (4060978739728) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Спортивные брюки Puma Amplified Sweat Pants 85473906 XXL Темно-синие (4060978739728): обзор, описание, продажа.	Спортивные брюки Puma Amplified Sweat Pants 85473906 XXL Темно-синие (4060978739728)	0.07	3
https://rozetka.com.ua/samsung_ue50nu7002uxua/p96129172/	ROZETKA | Телевизор Samsung UE50NU7002UXUA + Оплата частями на 10 мес!. Цена, купить Телевизор Samsung UE50NU7002UXUA + Оплата частями на 10 мес! в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Телевизор Samsung UE50NU7002UXUA + Оплата частями на 10 мес!: обзор, описание, продажа.	Телевизор Samsung UE50NU7002UXUA + Оплата частями на 10 мес!	0.07	3
https://rozetka.com.ua/samsung_ue55nu7090uxua/p83621100/	ROZETKA | Телевизор Samsung UE55NU7090UXUA Оплата частями 10 мес.!. Цена, купить Телевизор Samsung UE55NU7090UXUA Оплата частями 10 мес.! в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Телевизор Samsung UE55NU7090UXUA Оплата частями 10 мес.!: обзор, описание, продажа.	Телевизор Samsung UE55NU7090UXUA Оплата частями 10 мес.!	0.95	3
https://rozetka.com.ua/new_balance_193362112709/p100675711/	ROZETKA | Кроссовки New Balance 373 ML373MBT 46 (12.5) 30.5 см (193362112709). Цена, купить Кроссовки New Balance 373 ML373MBT 46 (12.5) 30.5 см (193362112709) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Кроссовки New Balance 373 ML373MBT 46 (12.5) 30.5 см (193362112709): обзор, описание, продажа.	Кроссовки New Balance 373 ML373MBT 46 (12.5) 30.5 см (193362112709)	0.61	3
https://rozetka.com.ua/xiaomi_yhs_2016/p30779863/	ROZETKA | IP-камера Xiaomi Yi Dome Home 360° 1080P White (Международная версия) (YHS.2016). Цена, купить IP-камера Xiaomi Yi Dome Home 360° 1080P White (Международная версия) (YHS.2016) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. IP-камера Xiaomi Yi Dome Home 360° 1080P White (Международная версия) (YHS.2016): обзор, описание, продажа.	IP-камера Xiaomi Yi Dome Home 360° 1080P White (Международная версия) (YHS.2016)	0.24	3
https://rozetka.com.ua/totti_8719325020076/p20856221/	ROZETKA | Кофе в зернах TOTTI Caffe Ristretto 1 кг (8719325020076). Цена, купить Кофе в зернах TOTTI Caffe Ristretto 1 кг (8719325020076) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Кофе в зернах TOTTI Caffe Ristretto 1 кг (8719325020076): обзор, описание, продажа	Кофе в зернах TOTTI Caffe Ristretto 1 кг (8719325020076)	0.59	3
http://rozetka.com.ua/nike_654888_090_7.5/p11885406/	ROZETKA | Ботинки Nike Hoodland Suede 654888-090 40 (7.5) 25.5 см (666003159307). Цена, купить Ботинки Nike Hoodland Suede 654888-090 40 (7.5) 25.5 см (666003159307) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Ботинки Nike Hoodland Suede 654888-090 40 (7.5) 25.5 см (666003159307): обзор, описание, продажа.	Ботинки Nike Hoodland Suede 654888-090 40 (7.5) 25.5 см (666003159307)	0.11	3
https://rozetka.com.ua/xiaomi_yi_smart_dash_gray/p11283724/	ROZETKA | Видеорегистратор Xiaomi Yi Smart Dash WiFi Gray International Edition. Цена, купить Видеорегистратор Xiaomi Yi Smart Dash WiFi Gray International Edition в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Видеорегистратор Xiaomi Yi Smart Dash WiFi Gray International Edition: обзор, описание, продажа.	Видеорегистратор Xiaomi Yi Smart Dash WiFi Gray International Edition	0.09	3
http://rozetka.com.ua/new_balance_hl754bb_44_11_vinous_889116120518/p4208481/	ROZETKA | Ботинки New Balance 754 HL754BB 44 (11) 29 см Бордовые (889116120518). Цена, купить Ботинки New Balance 754 HL754BB 44 (11) 29 см Бордовые (889116120518) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Ботинки New Balance 754 HL754BB 44 (11) 29 см Бордовые (889116120518): обзор, описание, продажа.	Ботинки New Balance 754 HL754BB 44 (11) 29 см Бордовые (889116120518)	0.37	3
https://rozetka.com.ua/lego_10572/p415589/	ROZETKA | Конструктор LEGO DUPLO Механик (10572). Цена, купить Конструктор LEGO DUPLO Механик (10572) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Конструктор LEGO DUPLO Механик (10572): обзор, описание, продажа.	Конструктор LEGO DUPLO Механик (10572)	0.48	3
https://rozetka.com.ua/philips_8710103785293/p41551400/	ROZETKA | Триммер-Стайлер-Бритва Philips OneBlade QP2520/20 (8710103785293/8710103784982). Цена, купить Триммер-Стайлер-Бритва Philips OneBlade QP2520/20 (8710103785293/8710103784982) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Триммер-Стайлер-Бритва Philips OneBlade QP2520/20 (8710103785293/8710103784982): обзор, описание, продажа	Триммер-Стайлер-Бритва Philips OneBlade QP2520/20 (8710103785293/8710103784982)	0.6	3
